artist,available_markets,genre,name,popularity,total_tracks,release_year
Camille Saint-Saëns,185,Classical,Prokofiev: Peter and the Wolf - Saint-Saëns: Carnival of the Animals,42,15,1990
Camille Saint-Saëns,185,Classical,Saint-Saëns: Carnival of the Animals - Prokofiev: Peter and the Wolf,31,16,1989
Camille Saint-Saëns,183,Classical,Sarasate: Carmen-Fantasy / Ravel: Tzigane / Saint-Saëns: Introduction & Rondo Capriccioso; Havanaise / Chausson: Poème,15,11,1987
Camille Saint-Saëns,169,Classical,"Saint-Saëns: Symphony No.3 ""Organ""",32,5,1987
Camille Saint-Saëns,166,Classical,Pops In Love,19,11,1987
Camille Saint-Saëns,185,Classical,"Saint-Saens, C.: Organ Music",10,7,1986
Camille Saint-Saëns,185,Classical,Prokofiev: Pierre et le loup - Saint-Saëns: Le carnaval des animaux,9,15,1984
Camille Saint-Saëns,185,Classical,Prokofiev: Peter und der Wolf - Saint-Saëns: Der Karnaval der Tiere,9,15,1984
Camille Saint-Saëns,177,Classical,"Saint-Saëns: Symphony No.3 ""Organ""",6,4,1982
Camille Saint-Saëns,185,Classical,"Saint-Saëns: Études, Op. 52 & 111",7,16,1981
Camille Saint-Saëns,177,Classical,Saint-Saëns: Violin Concertos Nos.1 & 3; Havanaise; Introduction & Rondo capriccioso,6,8,1981
Camille Saint-Saëns,170,Classical,Saint-Saëns: Piano Concertos Nos. 1-5,26,14,1981
Camille Saint-Saëns,169,Classical,Saint-Saëns: Danse Macabre; Phaéton; Havanaise etc.,13,7,1981
Camille Saint-Saëns,184,Classical,"Lalo: Symphony espagnole Op.21 / Saint-Saens: Concerto For Violin And Orchestra No. 3 In B Minor, Op. 61 / Berlioz: Reverie et Caprice Op. 8 For Violin And Orchestra",27,9,1981
Camille Saint-Saëns,135,Classical,Saint-Saëns: Le Carnaval des Animaux; Phaéton; Danse Macabre etc.,54,17,1980
Camille Saint-Saëns,170,Classical,Saint-Saëns: Samson et Dalila,12,24,1979
Camille Saint-Saëns,178,Classical,Prokofiev: Peter und der Wolf / Saint-Saëns: Der Karneval der Tiere,27,21,1975
Camille Saint-Saëns,185,Classical,"Saint-Saëns: Piano Concerto No. 5, Op. 103 ""Egyptian"" & Études, Op. 135",6,10,1971
Camille Saint-Saëns,185,Classical,"Saint-Saëns: Samson et Dalila, Op. 47",7,46,1963
Camille Saint-Saëns,184,Classical,Saint-Saëns: Organ Symphony; Bacchanale; Danse Macabre; Carnaval des Animaux,53,24,1961
Camille Saint-Saëns,181,Classical,Saint-Saens: Carnival of the Animals,24,15,1961
Camille Saint-Saëns,184,Classical,A Jacqueline du Pré Recital,14,12,2022
Camille Saint-Saëns,184,Classical,Classical,14,44,2012
Camille Saint-Saëns,185,Classical,Fun Classical Music for Kids! (Vol. 1),14,25,2019
Camille Saint-Saëns,145,Classical,Classical Sleep Music,14,30,2020
Camille Saint-Saëns,185,Classical,"Traum. Piano Works by Mozart, Satie & Grieg",14,31,2024
Camille Saint-Saëns,135,Classical,Study: 111 Pieces Of Classical Music While You Work,14,111,2013
Camille Saint-Saëns,181,Classical,Classical for Brain Power,14,49,2016
Camille Saint-Saëns,185,Classical,"The Piano Album 1: Music by Paderewski, Godowsky, Dohnányi...",14,20,1988
Camille Saint-Saëns,185,Classical,I Like the Cello! (Menuetto Kids - Classical Music for Children),14,18,2016
Camille Saint-Saëns,184,Classical,The Most Relaxing Violin Music In the Universe,14,23,2009
Camille Saint-Saëns,185,Classical,Mozart: Violin Concertos Nos. 1 and 2,14,8,1990
Camille Saint-Saëns,185,Classical,"Romantic Piano Favourites, Vol. 3",14,19,1988
Camille Saint-Saëns,183,Classical,Music for a Moonlit Night,14,19,2009
Camille Saint-Saëns,177,Classical,Hollywood Classics: Music From The Movies,14,50,2013
Camille Saint-Saëns,184,Classical,Joy of the Cello,14,43,2022
Camille Saint-Saëns,184,Classical,Mstislav Rostropovich plays Cello Works,14,76,2008
Camille Saint-Saëns,184,Classical,40 Most Beautiful Spring Classics,14,40,2008
Camille Saint-Saëns,185,Classical,"Anniversary Series, Vol. 3: The Most Beautiful Concert Highlights from Maulbronn Monastery, 2000 (Live)",14,22,2018
Camille Saint-Saëns,185,Classical,"La sonate de Vinteuil - Saint-Saëns, Debussy, Hahn & Pierné",14,12,2017
Camille Saint-Saëns,185,Classical,Den Bästa Stunden,14,36,2011
Camille Saint-Saëns,181,Classical,Bicentennial Collection,14,167,2008
Camille Saint-Saëns,185,Classical,La Divina,14,16,1992
Camille Saint-Saëns,185,Classical,White Letters,13,16,2022
Camille Saint-Saëns,155,Classical,Denon 24/7: Vol. 3,13,28,2009
Camille Saint-Saëns,185,Classical,Rendezvous. Piano Revelations from the Golden Age,13,26,2024
Camille Saint-Saëns,49,Classical,Zara Nelsova: Decca Recordings 1950-1956,13,48,2004
Camille Saint-Saëns,184,Classical,100 Best Placido Domingo,13,100,2010
Camille Saint-Saëns,185,Classical,Nelson Freire plays Saint-Saëns' Piano Concerto No. 2 and Piano Works by Grieg & Liszt,13,11,2017
Camille Saint-Saëns,184,Classical,Rostropovich - The Singles,13,12,2017
Camille Saint-Saëns,184,Classical,The 99 Most Essential Pieces of Classical Music,13,99,2010
Camille Saint-Saëns,184,Classical,Schumann: Cello Concerto - Saint-Saëns: Cello Concerto No. 1,13,6,1969
Camille Saint-Saëns,185,Classical,Essential Organ,13,30,2011
Camille Saint-Saëns,184,Classical,Prokofiev: Peter and The Wolf/Carnival of the Animals and Other Great Children's Classics,13,34,1994
Camille Saint-Saëns,185,Classical,"20th Century Foxtrots, Vol. 4: France & Belgium",13,30,2022
Camille Saint-Saëns,183,Classical,The Most Popular Classical TV Themes in the Universe,13,27,2009
Camille Saint-Saëns,184,Classical,"Romantique - Yeonsun Joo, Cello",13,16,2021
Camille Saint-Saëns,185,Classical,"The Essentials: Greatest Classics, Vol. 1",13,50,2016
Camille Saint-Saëns,80,Classical,Jascha Heifetz - It Ain't Necessarily So. Legendary classic and jazz studio takes,13,52,2006
Camille Saint-Saëns,184,Classical,100 Best Classical Music,13,100,2015
Camille Saint-Saëns,185,Classical,Wonderful World,13,29,2021
Camille Saint-Saëns,185,Classical,La symphonie des oiseaux,13,17,2017
Camille Saint-Saëns,185,Classical,Lark Ascending (The): Violin Showpieces,13,8,1997
Camille Saint-Saëns,184,Classical,Boston Pops Adagios,8,18,2002
Camille Saint-Saëns,184,Classical,An Evening With Lucia Micarelli (Live),13,16,2018
Camille Saint-Saëns,184,Classical,The 50 Greatest Opera Arias,13,50,2022
Camille Saint-Saëns,185,Classical,Carnival Of The Animals,13,30,2012
Camille Saint-Saëns,72,Classical,Aria: Opera Without Words,13,11,2007
Camille Saint-Saëns,2,Classical,Living A Dream (eDeluxe Version),13,18,2005
Camille Saint-Saëns,185,Classical,"Poulenc, Saint-Saëns & Barber: Works for Organ & Orchestra",13,12,2007
Camille Saint-Saëns,185,Classical,Organ Meditation,13,18,1994
Camille Saint-Saëns,184,Classical,Classical Cello Hits,13,99,2019
Camille Saint-Saëns,185,Classical,Itzhak Perlman's Greatest Hits,13,18,1998
Camille Saint-Saëns,185,Classical,"Spohr, Fauré, Pierné, Saint-Saëns & Roussel: Fantasies and Impromptus",13,10,2011
Camille Saint-Saëns,183,Classical,The Most Romantic Classical Music in the Universe,13,27,2009
Camille Saint-Saëns,185,Classical,French Nocturnes,13,12,2017
Camille Saint-Saëns,179,Classical,Romantique,13,9,2012
Camille Saint-Saëns,182,Classical,Mater,13,9,2011
Camille Saint-Saëns,182,Classical,アヴェ・マリア,13,15,2011
Camille Saint-Saëns,185,Classical,Requiebros,13,19,2020
Camille Saint-Saëns,185,Classical,The Cello in Wartime,13,15,2017
Camille Saint-Saëns,185,Classical,Orchestral Favourites,13,45,2020
Camille Saint-Saëns,184,Classical,From Latin America to Paris - Works for Cello and Piano,13,16,2017
Camille Saint-Saëns,184,Classical,"Je n'aime pas le violon, mais ça j'aime bien !",13,31,2013
Camille Saint-Saëns,184,Classical,My Tunes Vol. 2,12,14,2010
Camille Saint-Saëns,185,Classical,"Camille Saint-Saëns, Carnaval des Animaux",12,22,2001
Camille Saint-Saëns,184,Classical,Debussy: The Complete Piano Works,12,182,2018
Camille Saint-Saëns,184,Classical,Anita,12,12,2018
Camille Saint-Saëns,182,Classical,Rhythm Song,11,13,1991
Camille Saint-Saëns,184,Classical,Libera Luminosa,12,24,2002
Camille Saint-Saëns,185,Classical,The Maiden's Prayer - Leaves From Grandmother's Piano Album,12,22,1994
Camille Saint-Saëns,176,Classical,Paganini: Violin Concerto No.1 op.6,12,6,1991
Camille Saint-Saëns,184,Classical,Arthur Rubinstein Plays Great Piano Concertos,12,101,1953
Camille Saint-Saëns,185,Classical,Bassoon Kaleidoscope,12,15,2012
Camille Saint-Saëns,184,Classical,Bedtime Classical Music,12,49,2021
Camille Saint-Saëns,184,Classical,20 Most Beautiful Opera Arias,12,20,2009
Camille Saint-Saëns,98,Classical,Classics From The Crypt,12,9,1992
Camille Saint-Saëns,185,Classical,Lumière,12,17,2022
Camille Saint-Saëns,165,Classical,50 Greatest Classics by Classic FM,12,50,2012
Camille Saint-Saëns,167,Classical,Classical Movie Hits,12,99,2019
Camille Saint-Saëns,181,Classical,Relax Vol.III: Smooth Classics,12,31,2008
Camille Saint-Saëns,185,Classical,"Tågen Letter. The most beautiful music for flute, harp. cello and organ",12,33,2008
Camille Saint-Saëns,184,Classical,Top 100 Chill Out Classical Music,12,100,2021
Camille Saint-Saëns,185,Classical,The Romantic Flute: Franck • Godard • Reinecke • Saint-Saëns • Widor,12,16,2007
Camille Saint-Saëns,181,Classical,Pablo Casals: Song of the Birds (Cello Encores),12,14,2004
Camille Saint-Saëns,167,Classical,Romantic Classical Music,12,98,2019
Camille Saint-Saëns,181,Classical,Romantic Callas,12,28,2001
Camille Saint-Saëns,185,Classical,The Best of French Classical Music,12,46,2020
Camille Saint-Saëns,184,Classical,Greatest Hits,12,20,2009
Camille Saint-Saëns,184,Classical,Little Masterpieces,12,51,2006
Camille Saint-Saëns,185,Classical,Kaleidoscope,12,19,2024
Camille Saint-Saëns,185,Classical,Made in France,12,18,2014
Camille Saint-Saëns,181,Classical,Encore!,12,18,1989
Camille Saint-Saëns,185,Classical,"Oboe Recital: Mayer, Albrecht – Faure, G. / Saint-Saens, C. / Pierne, G. / Pierne, P. / Satie, E. / Bozza, E. / Koechlin, C.",12,20,2009
Camille Saint-Saëns,185,Classical,Serenades for flute and harp,12,25,2000
Camille Saint-Saëns,185,Classical,Tzigane et diabolique,12,8,2009
Camille Saint-Saëns,185,Classical,Antología: La Colección Completa (Remastered),12,100,2021
Camille Saint-Saëns,184,Classical,101 Classical: The Best Classical Music Ever!,12,101,2017
Camille Saint-Saëns,185,Classical,Complices,12,19,2020
Camille Saint-Saëns,185,Classical,Brahms: Paganini Variations & Liszt: Various Piano Works,12,35,2015
Camille Saint-Saëns,136,Classical,"Discover Classical: Tchaikovsy, Verdi, The Royal Philharmonic Orchestra",12,49,2024
Camille Saint-Saëns,185,Classical,Fairy Tales: Poems and Music for Children,12,20,2013
Camille Saint-Saëns,185,Classical,Harp (Greatest Works),12,24,1980
Camille Saint-Saëns,184,Classical,Complete Erato Recordings,12,261,2018
Camille Saint-Saëns,184,Classical,KuschelKlassik Vol. 20,12,32,2019
Camille Saint-Saëns,40,Classical,Ultimate Piano Classics,12,100,2006
Camille Saint-Saëns,183,Classical,"Praise the Creation - Music & Spirituality, Vol. 2",12,14,2010
Camille Saint-Saëns,185,Classical,Bolshoi. The Best of Melodiya,12,77,2013
Camille Saint-Saëns,184,Classical,French Cello Concertos,12,11,2018
Camille Saint-Saëns,126,Classical,The Opera Album 2011,12,40,2011
Camille Saint-Saëns,180,Classical,Ave Maria - En Plein Air,12,12,2015
Camille Saint-Saëns,184,Classical,Tranquillity: The Classical Music of Calm,11,16,2002
Camille Saint-Saëns,183,Classical,Salut Salon - Live,11,17,2015
Camille Saint-Saëns,185,Classical,Essential Wedding,11,45,2010
Camille Saint-Saëns,167,Classical,Denon 24/7: Vol. 5,11,27,2009
Camille Saint-Saëns,185,Classical,Dream Music,11,30,2018
Camille Saint-Saëns,185,Classical,111 Organ Masterpieces,11,111,2019
Camille Saint-Saëns,184,Classical,"French Piano Music: Debussy, Ravel, Chabrier, Saint-Saëns & Satie",11,13,1983
Camille Saint-Saëns,185,Classical,Rêverie,11,14,2009
Camille Saint-Saëns,184,Classical,Relaxing Classical Music for Work,11,73,2021
Camille Saint-Saëns,184,Classical,101 Relaxing Classics,11,101,2006
Camille Saint-Saëns,167,Classical,Gentle Morning Music,11,45,2020
Camille Saint-Saëns,185,Classical,Impressions,11,14,2021
Camille Saint-Saëns,184,Classical,Violino romantico,11,10,2013
Camille Saint-Saëns,184,Classical,Bed of Roses,11,16,2008
Camille Saint-Saëns,184,Classical,Zen piano,11,46,2010
Camille Saint-Saëns,184,Classical,"Paganini, Waxman & Saint-Saëns: Works for Violin and Orchestra",11,6,1992
Camille Saint-Saëns,184,Classical,100 Best Concertos,11,100,2008
Camille Saint-Saëns,185,Classical,Classics for Lovers,11,21,2005
Camille Saint-Saëns,79,Classical,Lalo: Cello Concerto / Saint-Saëns:Cello Concerto,11,8,1999
Camille Saint-Saëns,185,Classical,"Saint-Saëns: Cello Concerto No. 1 - Franck, Fauré & Poulenc (Bonus Track Version)",11,15,2023
Camille Saint-Saëns,172,Classical,Classical Study Music,11,49,2016
Camille Saint-Saëns,82,Classical,Lovers' Adagios,11,25,2006
Camille Saint-Saëns,185,Classical,Vladimir Horowitz the Romantic Era,11,35,2021
Camille Saint-Saëns,185,Classical,Réminiscences. Mozart & Piano Treasures from the Golden Age,11,20,2024
Camille Saint-Saëns,185,Classical,Moonlight Sonata - Classical Sleep,11,35,2016
Camille Saint-Saëns,184,Classical,Favourite Callas,11,13,2007
Camille Saint-Saëns,183,Classical,"RENCONTRE – BEGEGNUNG. Liedbearbeitungen von Fauré, Gounod, Saint-Saëns & Hensel",11,23,2024
Camille Saint-Saëns,184,Classical,French Orchestral Music / Prêtre,11,7,1988
Camille Saint-Saëns,182,Classical,Yo-Yo Ma Plays Cello Masterworks,11,94,1980
Camille Saint-Saëns,179,Classical,55 Romantic Era Hits,11,55,2017
Camille Saint-Saëns,183,Classical,Homage To Pavlova,11,16,1972
Camille Saint-Saëns,185,Classical,Moonlight Classics: Romantic Classical Compositions,11,14,2016
Camille Saint-Saëns,168,Classical,Classical Cello Hits,11,24,2018
Camille Saint-Saëns,185,Classical,Opera Classics,11,50,2017
Camille Saint-Saëns,184,Classical,100 Best Relaxing Piano,11,100,2018
Camille Saint-Saëns,184,Classical,"Richard Stoltzman plays Clarinet Concertos, Sonatas and Chamber Music",11,101,1981
Camille Saint-Saëns,178,Classical,Karajan Forever - The Greatest Classical Hits,11,29,2003
Camille Saint-Saëns,185,Classical,Queen Elisabeth Competition: Violin 2024 (Live),11,33,2024
Camille Saint-Saëns,176,Classical,The 101 Most Essential Classical Music Pieces Ever,11,101,2012
Camille Saint-Saëns,184,Classical,Bienvenue en France,11,15,2020
Camille Saint-Saëns,2,Classical,Chillout (By Classic FM),11,50,2014
Camille Saint-Saëns,185,Classical,La Folie française,11,64,2013
Camille Saint-Saëns,184,Classical,Les plus grands airs d'opéra,11,50,2024
Camille Saint-Saëns,184,Classical,Musique classique pour les enfants,11,48,2001
Camille Saint-Saëns,184,Classical,Dads Love Classics,11,54,2008
Camille Saint-Saëns,184,Classical,"Saint-Saëns, Lalo: Cello Concertos (Remastered)",11,4,1980
Camille Saint-Saëns,169,Classical,Fête à la française,11,18,1989
Camille Saint-Saëns,2,Classical,50 Classics For Babies (By Classic FM),10,50,2013
Camille Saint-Saëns,184,Classical,Classical Chill: Cello,10,30,2012
Camille Saint-Saëns,185,Classical,Nuits,10,14,2020
Camille Saint-Saëns,185,Classical,French Beauties & Swedish Beasts,10,14,1994
Camille Saint-Saëns,184,Classical,Innervoices,10,13,1989
Camille Saint-Saëns,32,Classical,In the Groove - Lounge Classics,10,18,2008
Camille Saint-Saëns,185,Classical,Vocalises,10,11,1998
Camille Saint-Saëns,185,Classical,Prokofiev: Peter and The Wolf - Saint-Saëns: Le Carnaval Des Animaux - Butler: Dirty Beasts,10,18,1991
Camille Saint-Saëns,184,Classical,101 Peaceful Classics,10,101,2006
Camille Saint-Saëns,182,Classical,100 Best Menuhin,10,100,2009
Camille Saint-Saëns,185,Classical,ストラヴィンスキー：「ペトルーシュカ」からの3楽章、サン＝サーンス：動物の謝肉祭,10,21,2015
Camille Saint-Saëns,185,Classical,Oboesession,10,14,2007
Camille Saint-Saëns,184,Classical,Plácido Domingo at the MET,10,42,2014
Camille Saint-Saëns,185,Classical,Música para concentración y estudiar,10,36,2016
Camille Saint-Saëns,167,Classical,The Most Relaxing Opera Music in the Universe,10,23,2009
Camille Saint-Saëns,185,Classical,"Opera Arias (Arr. for Flute, Oboe and Piano) - Delibes, L. / Puccini, G. / Offenbach, J. / Gounod, C.-F. / Mozart, W.A.",10,21,1997
Camille Saint-Saëns,184,Classical,Monet and Friends – A Musical Memento,10,16,2000
Camille Saint-Saëns,184,Classical,50 Best Opera Classics,10,50,2019
Camille Saint-Saëns,183,Classical,"A Classic Wedding, Vol. 2",10,11,2009
Camille Saint-Saëns,183,Classical,Ultra Relaxing Cello,10,13,2009
Camille Saint-Saëns,185,Classical,Little Big Box of Romance,10,58,2014
Camille Saint-Saëns,185,Classical,Ballet Music – 50 of the Best,10,50,2012
Camille Saint-Saëns,185,Classical,The 50 Most Essential Pieces of Classical Music,10,50,2009
Camille Saint-Saëns,180,Classical,Alfred Cortot: 1929-1937 Recordings,10,17,2010
Camille Saint-Saëns,185,Classical,Classical Deep Sleep,10,40,2021
Camille Saint-Saëns,185,Classical,Waves & Billows. Piano Evocations from the Golden Age (Extended Edition),10,13,2023
Camille Saint-Saëns,185,Classical,Song of the Birds,10,19,2000
Camille Saint-Saëns,184,Classical,Phénoménal Vengerov,10,32,2011
Camille Saint-Saëns,185,Classical,"Poulenc: Organ Concerto - Saint-Saëns: Symphony No. 3 ""Organ"" (Live)",10,11,2014
Camille Saint-Saëns,184,Classical,Rubinstein: Piano Concerto No. 4 etc,10,13,1996
Camille Saint-Saëns,184,Classical,Music to Sleep By,10,35,2013
Camille Saint-Saëns,184,Classical,"Gershwin: Selections, Music of France",10,17,1965
Camille Saint-Saëns,185,Classical,Instruments de la poésie,10,15,2012
Camille Saint-Saëns,185,Classical,Passages,10,22,2014
Camille Saint-Saëns,184,Classical,The Lark Ascending,10,27,1995
Camille Saint-Saëns,180,Classical,The Collection 4: Complete Philips Recordings,10,67,2011
Camille Saint-Saëns,184,Classical,Chilling Cello,10,27,2019
Camille Saint-Saëns,184,Classical,Séguedilles,10,22,2021
Camille Saint-Saëns,185,Classical,AMEB Piano for Leisure Series 1 Preliminary Grade,10,12,2002
Camille Saint-Saëns,185,Classical,Dvořák: Dumky Trio - Saint-Saëns: Le carnaval des animaux,10,32,1989
Camille Saint-Saëns,184,Classical,for,10,16,2010
Camille Saint-Saëns,185,Classical,ヴァイオリン名曲 70,10,70,2013
Camille Saint-Saëns,185,Classical,テレビCMクラシック 70,10,70,2017
Camille Saint-Saëns,184,Classical,Weihnachten,10,19,2015
Camille Saint-Saëns,185,Classical,Requiem,10,12,2014
Camille Saint-Saëns,185,Classical,"Tchaikovsky: Variations on a Rococo Theme, Andante Cantabile - Saint-Saëns: Cello Concerto No. 1 - Bruch: Kol Nidrei",10,13,2006
Camille Saint-Saëns,185,Classical,"Rossini, Bach, Schumann, Piazzolla, Saint-Saëns, Brahms, Puccini, Fauré, Jarre, Pachelbel, Prokovief, Arlen, Bragato & Monti: Libertà",10,14,2005
Camille Saint-Saëns,167,Classical,Soft Classical Music for Meditation,10,35,2019
Camille Saint-Saëns,184,Classical,Cellissimo,10,15,1994
Camille Saint-Saëns,106,Classical,Essential Ballet - Tchaikovsky; Delibes; Adam; Minkus,10,40,2012
Camille Saint-Saëns,185,Classical,Sad Classical,10,50,2018
Camille Saint-Saëns,184,Classical,Ida Haendel - The Decca Legacy,10,86,2020
Camille Saint-Saëns,184,Classical,Great Symphonies,10,42,2015
Camille Saint-Saëns,185,Classical,Réminiscences,10,15,2016
Camille Saint-Saëns,184,Classical,The Complete Recitals on Warner Classics,10,164,2018
Camille Saint-Saëns,2,Classical,Pieces In A Modern Style Vol.2,10,27,2010
Camille Saint-Saëns,185,Classical,"Joseph Robinson Plays Saint-Saëns, Still, Martin, Piston, Godard, Dring, Nielsen, Schickele and Poulenc",10,22,2019
Camille Saint-Saëns,185,Classical,La Divina 2,10,16,1993
Camille Saint-Saëns,185,Classical,Rose in Bloom,10,20,2024
Camille Saint-Saëns,185,Classical,The Best Organ Music,9,24,2022
Camille Saint-Saëns,184,Classical,Musica classica per studiare,9,39,2023
Camille Saint-Saëns,185,Classical,サン=サーンス 交響曲第3番「オルガン付き」/フランク 交響曲,9,10,2013
Camille Saint-Saëns,54,Classical,Reginald Kell - The Complete American Decca Recordings,9,97,2005
Camille Saint-Saëns,185,Classical,Romance,9,8,2007
Camille Saint-Saëns,185,Classical,Belle Époque,9,7,2014
Camille Saint-Saëns,185,Classical,Classical Organ Music,9,27,2019
Camille Saint-Saëns,185,Classical,Homage to Maria Callas,9,13,2011
Camille Saint-Saëns,185,Classical,Joy to the World,9,18,2011
Camille Saint-Saëns,184,Classical,Jascha Heifetz plays Sonatas for Violin,9,129,1948
Camille Saint-Saëns,184,Classical,"Perlman plays Saint-Saëns, Chausson & Ravel",9,4,2015
Camille Saint-Saëns,184,Classical,Martha Argerich & Friends Live at the Lugano Festival 2013,9,37,2014
Camille Saint-Saëns,185,Classical,Classical Baroque Music,9,20,2020
Camille Saint-Saëns,184,Classical,Classical,9,100,2021
Camille Saint-Saëns,185,Classical,For Elena,9,25,2018
Camille Saint-Saëns,181,Classical,Carnival Fantasy - A Carnival Of The Animals And Other Fantasies,9,19,2016
Camille Saint-Saëns,184,Classical,100 Best Rostropovich,9,100,2018
Camille Saint-Saëns,184,Classical,"Berlioz: Les nuits d'été, Op. 7, H 81b - Ravel: Shéhérazade, M. 41 - Saint-Saëns: Mélodies persanes, Op. 26",9,17,2023
Camille Saint-Saëns,185,Classical,Earl Wild: Complete Piano Music,9,36,2022
Camille Saint-Saëns,177,Classical,Evening Adagios,9,30,2002
Camille Saint-Saëns,185,Classical,Bacchanale: Saint-Saëns et la Méditerranée,9,19,2023
Camille Saint-Saëns,185,Classical,Extraordinary Foundations,9,51,2022
Camille Saint-Saëns,184,Classical,The 99 Most Essential Summer Classics,9,99,2010
Camille Saint-Saëns,185,Classical,Cinematic Trip,9,10,2020
Camille Saint-Saëns,184,Classical,The Essential Midori,9,19,2008
Camille Saint-Saëns,184,Classical,Driving: 111 Pieces Of Classical Music For The Road,9,111,2013
Camille Saint-Saëns,184,Classical,Musica classica rilassante,9,30,2020
Camille Saint-Saëns,185,Classical,Bassoon Extravaganza: Milan Turkovic,9,25,2004
Camille Saint-Saëns,2,Classical,101 Essential Opera Favourites (International Version),9,101,2010
Camille Saint-Saëns,184,Classical,"Sarasate: Zigeunerweisen, Op. 20, Saint-Saëns: Havanaise, Op. 83",9,17,1972
Camille Saint-Saëns,185,Classical,Credo,9,16,2021
Camille Saint-Saëns,185,Classical,Solo Trombone - French Collection,9,12,2006
Camille Saint-Saëns,185,Classical,Ethniki Lyriki Skini,9,13,2021
Camille Saint-Saëns,178,Classical,"Casals, Pablo: Encores and Transcriptions, Vol. 1 (1925-1928)",9,19,2003
Camille Saint-Saëns,185,Classical,Silver Bow,9,9,2015
Camille Saint-Saëns,182,Classical,Frederica von Stade - The Complete Columbia Recital Albums,9,251,2016
Camille Saint-Saëns,185,Classical,Opera,9,50,2016
Camille Saint-Saëns,184,Classical,Van Gogh Alive - The Experience: A Musical Memento,9,14,2021
Camille Saint-Saëns,185,Classical,À mon ami Sarasate,9,10,2016
Camille Saint-Saëns,185,Classical,The Maiden's Prayer: Leaves from Grandmother's Piano Album,9,22,1995
Camille Saint-Saëns,182,Classical,The Best Of Joshua Bell,9,30,2009
Camille Saint-Saëns,185,Classical,Han de Vries: The Almost Last Recordings,9,259,2024
Camille Saint-Saëns,184,Classical,Appassionato [International Version],9,16,1978
Camille Saint-Saëns,185,Classical,"Stay Home, Stay Cool: Relaxing Classical Vibes",9,35,2020
Camille Saint-Saëns,181,Classical,Serenades for Flute & Harp,9,25,2012
Camille Saint-Saëns,185,Classical,Opera's Legendary Performances,9,53,2016
Camille Saint-Saëns,183,Classical,Sarah Chang - Paganini & Saint-Saens Violin Concertos,9,5,1994
Camille Saint-Saëns,185,Classical,Jeux a Deux: Recital for Flute and Harp,9,19,2011
Camille Saint-Saëns,2,Classical,50 Ballet Classics (By Classic FM),9,50,2013
Camille Saint-Saëns,185,Classical,Printemps. Piano Evocations from the Golden Age,9,12,2023
Camille Saint-Saëns,185,Classical,OD Highlights,9,20,1987
Camille Saint-Saëns,95,Classical,The Art of James Galway,9,41,2020
Camille Saint-Saëns,171,Classical,"Children's Classics: Prokofiev, Saint-Saëns, Britten",9,35,1960
Camille Saint-Saëns,185,Classical,Prokofiev: Peter Og Ulven,9,22,1998
Camille Saint-Saëns,185,Classical,Danza,9,18,2020
Camille Saint-Saëns,185,Classical,Classical Sleep,9,25,2016
Camille Saint-Saëns,136,Classical,The Swan,9,5,2024
Camille Saint-Saëns,185,Classical,Figure Skating Music,9,49,2016
Camille Saint-Saëns,185,Classical,"French Music for Horn and Piano by Saint-Saëns, Damase, Defaye, and Poulenc (Studio Recordings with Guglielmo Pellarin, Horn and Federico Lovato, Piano)",9,8,2011
Camille Saint-Saëns,185,Classical,"Rachmaninov, S.: Vocalise / Saint-Saens, C.: Le Cygne / Falla, M.: El Amor Brujo / Achron, J.: Hebrew Melody (The Art of the Theremin)",9,12,1987
Camille Saint-Saëns,185,Classical,The Grand Organ of Norwich Cathedral,9,14,2013
Camille Saint-Saëns,185,Classical,Le Rouet. Piano Essentials from the Golden Age,9,37,2024
Camille Saint-Saëns,184,Classical,Spatial Audio - The 3D Orchestral Collection,9,16,2021
Camille Saint-Saëns,185,Classical,アヴェ・マリア〜歌と踊り,9,15,2000
Camille Saint-Saëns,185,Classical,ESTRELLITA,9,16,2023
Camille Saint-Saëns,163,Classical,Classical 111,9,111,1993
Camille Saint-Saëns,181,Classical,Gentle Opera,9,47,2016
Camille Saint-Saëns,182,Classical,Violin Concertos by Lalo & Saint-Saens etc,9,14,2005
Camille Saint-Saëns,136,Classical,Grace Bumbry - Carmen and other legendary recordings,9,13,2024
Camille Saint-Saëns,185,Classical,"Classics for the People, Vol. 2",8,21,2014
Camille Saint-Saëns,185,Classical,The Paganini of the Domra: (Live),8,16,1997
Camille Saint-Saëns,184,Classical,Bohemian Rhapsodies,8,7,1997
Camille Saint-Saëns,185,Classical,Music for Ballet Class: HomeOffice,8,33,2021
Camille Saint-Saëns,180,Classical,Opera Gold - 100 Great Tracks,8,100,2016
Camille Saint-Saëns,182,Classical,Cello-Träume - Romantische Klänge zum Verlieben (Classical Choice),8,16,2009
Camille Saint-Saëns,1,Classical,Relaxing Adagios,8,33,2007
Camille Saint-Saëns,185,Classical,Dreamlike,8,23,2013
Camille Saint-Saëns,185,Classical,"A Dark, Eerie, Spooky Classical Music Odyssey",8,52,2016
Camille Saint-Saëns,184,Classical,Classics For Children - Prokofiev: Peter And The Wolf / Saint-Saëns: Carnival Of The Animals / Tchaikovsky: Nutcracker Suite,8,36,1988
Camille Saint-Saëns,184,Classical,James Galway - The Man with the Golden Flute,8,11,1976
Camille Saint-Saëns,168,Classical,Classical Violin 100,8,100,2018
Camille Saint-Saëns,184,Classical,The Best Classical Music of All Time,8,64,2014
